day,the-graph,thorchain
100,0.8200503556710512,8.947441883852948
101,0.8541687008702407,9.068677725447037
102,0.8077852562093963,8.452569591691761
103,0.8707852676436711,8.57831245301147
104,0.9216541475548804,9.162310002528693
105,0.8421748460281618,8.412969524237807
106,0.8587967094517187,9.234526172097171
107,0.9050270241352757,10.091131165217613
108,0.8599811863905525,10.088040395386763
109,0.8185521888660798,9.705786885412461
110,0.8330034043259936,9.899446206877315
111,0.8138998297335202,9.139710829147052
112,0.7007051887787976,7.4258604370479775
113,0.6516099248968552,6.683144373394708
114,0.7369066578503694,7.7473825557479135
115,0.7324929125187559,9.057873907380051
116,0.6905788154465123,7.877585830760124
117,0.6846830790300955,7.316617637506551
118,0.6728776146471103,7.210707692262495
119,0.6611005973394576,6.973410671052932
120,0.6261093159522644,6.5712418416822915
121,0.63522220427447,6.534038746375042
122,0.6459031643075711,6.9464594539839375
123,0.7075489034544002,8.00390689726498
124,0.7275719273120844,8.255632455180963
125,0.7376420958038596,8.760682139739787
126,0.7148195911074425,9.211179297780799
127,0.7584474336172908,8.922532197115363
128,0.7189734017882208,8.635581286141614
129,0.720525601490637,8.507403519116405
130,0.7115920346536769,8.330034347017095
131,0.7453078198507295,8.111782682232247
132,0.682277533014329,7.532396508127611
133,0.6792537099573529,7.4271953204177334
134,0.6747836671518496,7.237217551182131
135,0.7040239021592731,7.330227957447604
136,0.7156855170548552,7.675728466244235
137,0.8115454816044111,8.012160096884045
138,0.8027767136568704,8.108808923809969
139,0.7780459209575584,7.754363742770779
140,0.7690816835868461,7.644901451682338
141,0.7821797867055518,7.496517447672756
142,0.8784895164882117,7.9757940769417965
143,0.934543695545794,9.199240908037378
144,0.9063873755783515,10.951208326980598
145,0.8905264506409963,10.941430679526036
146,0.942560728240194,12.316394409042775
147,1.0369834253866255,13.879347519930661
148,1.0787129015452683,12.548529951809584
149,0.933983314228447,12.311934777293711
150,0.9450877024428196,13.1992132378001
151,0.9697745150078372,13.603586808325227
152,0.9194442630967564,14.060228354158061
153,1.0329832095361822,14.73468107828542
154,0.9951838590689096,15.911251286490375
155,0.9908937722074498,16.578976941921315
156,0.9912331672274651,15.50473880024911
157,1.0498902629676574,14.27812867551705
158,1.0719413308077856,13.92229403918982
159,1.0663916057088616,13.800670985974655
160,1.1108652441921687,14.044476835023026
161,1.1305566256495956,13.73762118254072
162,1.2098342960684878,12.889667664687476
163,1.088058554960517,12.272725810232416
164,1.114978318105321,12.800805313443187
165,1.0774596581022649,11.998811845234629
166,1.10112560259062,12.973958718220988
167,1.0713662848735004,12.653970012370992
168,1.027632211479622,12.182199449510877
169,0.9293478766957539,10.90538083866668
170,0.9369745540531835,10.877569684454995
171,0.8664204732178006,9.746303388290395
172,0.9557777044333032,11.1708067797934
173,0.9686949903008181,11.547746838830514
174,0.9301427911465079,11.019921815753671
175,0.877384352293192,10.355513460863257
176,0.9012239848037693,10.592715303003539
177,0.8663994954435952,11.067575379087655
178,0.9193577315467184,13.017051441207204
179,0.8526539873612858,10.93618799937201
180,1.0162490070037626,11.138933472117834
181,1.0006721274691466,11.164545019607978
182,0.9650327645829898,10.658905515482125
183,0.9183227536727194,11.254577896275968
184,0.9205055932890528,10.82826838625539
185,0.8981661699444319,10.477504039514724
186,0.8618365653644031,10.093044627342996
187,0.7311644587862294,8.394059602152883
188,0.6872872781551271,7.765304479166298
189,0.7043776463047157,7.676765480502198
190,0.6895419813379781,7.290313247119018
191,0.7552323337564282,7.966604850751506
192,0.6874404858704711,7.025888912086837
193,0.6419459751256021,6.639141355249423
194,0.6692110103154978,7.030076216878733
195,0.6850189416408534,7.118256429916784
196,0.5988941747146784,6.261092885878453
197,0.6357139659239088,6.2501801221916145
198,0.6414227170497471,6.645066725380883
199,0.6145750264014314,6.526294548737456
200,0.5908203459042385,6.255231104694627
201,0.6082238168176431,6.4810744893876135
202,0.6408317043396174,6.176028729806836
203,0.6222436415320899,6.384851410119522
204,0.7106544428996115,6.889155289050911
205,0.6950349721337177,7.2373217864432
206,0.736034827095792,7.849178342639258
207,0.6969834152525397,7.588629165005101
208,0.7221528709270741,7.926043993348653
209,0.7367836724050648,7.789874375017514
210,0.7379121581679099,8.314124478818636
211,0.6658556874563049,7.2527269839736395
212,0.6325294876354471,6.77026619548142
213,0.6449953536187095,6.84741641950406
214,0.6453769859709776,6.808475089331636
215,0.666871300731878,7.389863433741435
216,0.6765271171968533,7.394601088331609
217,0.658870012237446,7.2928182144222085
218,0.6804989933747868,7.845993757216331
219,0.6352596532484125,7.1374229155741835
220,0.6378026247655136,7.038837946313993
221,0.5952737087347448,6.53873968293471
222,0.5732005444788594,6.086701454084257
223,0.5850704613242498,6.2140785369143705
224,0.5434912723844564,5.713918287770615
225,0.568884708857885,6.199873715378229
226,0.5948712426187959,6.9927598898413335
227,0.5749807369577712,6.327070371700071
228,0.5803908135207776,6.3972726224980905
229,0.5959257593846178,6.526653550272364
230,0.5890493621481182,6.312491413994918
231,0.5490843616855994,5.891966674789612
232,0.5313930538096047,5.812823461285797
233,0.5244081614784053,5.397757600835438
234,0.49982073549058836,5.075309012996244
235,0.43335607437255824,4.250325712153463
236,0.4163082221219201,3.8827407043516864
237,0.414422012314845,3.9078570619615824
238,0.3932714284943864,3.8067005037238215
239,0.4154407032460493,4.170660456950068
240,0.4042191281645874,4.072921826976148
241,0.4054126976841924,3.9873137888464125
242,0.41465850638172713,4.05631082778098
243,0.4103071242454623,4.227751053250819
244,0.3995617119852694,4.02860410012427
245,0.4104398997350924,4.1350457728407095
246,0.4401467204053896,4.162428466806811
247,0.4057981941649416,3.8418568110796487
248,0.40557749227758616,3.8336521919596294
249,0.4398237831157405,4.2798164489706725
250,0.4495961176267445,4.672855791867529
251,0.4730637617794664,4.870309755049401
252,0.5060614618485728,5.011042386295221
253,0.47485586221799175,4.818858035351567
254,0.48775686990162226,4.9267854415705985
255,0.4619106007727765,4.534362465177251
256,0.4183224141754926,4.097605925698188
257,0.4187778361643868,4.058167550448867
258,0.40887383798906496,3.9473248639107497
259,0.4055896568827415,4.1121376746951555
260,0.4920621602697113,4.464761353486629
261,0.48721779883791744,4.555655698813464
262,0.4366011877018998,4.149245572257243
263,0.4136641306053914,4.051845747098979
264,0.4183364716316375,4.025684122379394
265,0.3942282817445613,3.8290279090166814
266,0.3573955694697414,3.4974424660361794
267,0.3834894514156936,3.6489477532546837
268,0.35594192661349405,3.51339849109476
269,0.3597788376231425,3.4593990645904333
270,0.3604620771528754,3.6697853637288573
271,0.34746320946766635,3.8080455726824365
272,0.3378589151148507,3.4904105633692613
273,0.3767168543369715,4.0024549017715305
274,0.3761095586290407,5.542960759244243
275,0.3737908393652517,5.402337290043071
276,0.36557836478840905,5.298977850221341
277,0.3397305927702431,5.260428936407499
278,0.3476662195748317,4.799469902859376
279,0.329680694515609,4.682149625179187
280,0.33025302032879733,4.2841159318401445
281,0.3351250248201962,4.088896120022556
282,0.3469502569556756,5.5164698001874415
283,0.32606803572721066,5.3438253835748055
284,0.31963839187774107,5.627440188777185
285,0.3196002656711509,6.518514093115647
286,0.335616158731327,6.426720713175566
287,0.3657681754238538,7.293689972292837
288,0.42368099105336426,7.38411640503836
289,0.4535335767873203,7.680152589847095
290,0.40958760139134065,7.909952856546213
291,0.4122855211962036,8.804187842815104
292,0.4105374955131778,8.801370891179864
293,0.3901138149196209,8.575706800919015
294,0.41404127097141497,8.70303922238482
295,0.40957135242880377,8.590547541806592
296,0.42415102889760914,8.435116066322133
297,0.4362219570922635,8.204649726365304
298,0.40936728605904127,9.5191520302967
299,0.41058104513096794,10.513237582344669
300,0.4297356064897925,10.390055723912617
301,0.4356568184910801,10.11334444214175
302,0.48970249855491144,11.898602028129929
303,0.48063600500928316,11.959222600142741
304,0.46958447555929694,11.44227259054344
305,0.4843467789759436,12.417858718813974
306,0.5115855625455987,11.448389949475253
307,0.5168675989601815,11.198700889334997
308,0.49347406055258364,11.119839535804099
309,0.46033079761217277,10.871230083045553
310,0.4124208062312693,9.216560628335703
311,0.43201052481531294,9.877188803176635
312,0.39453490752079384,8.637198078056295
313,0.4064099732743976,9.401610152679227
314,0.38687815587135044,8.92293519002948
315,0.347293432848757,7.708354090541207
316,0.3738231765628526,7.832169412601782
317,0.3837354061593587,8.663875064233013
318,0.36395839605686575,8.326208179835003
319,0.3691493922707828,8.483336129384973
320,0.3635486114988199,7.9953793802417525
321,0.34978469753051444,7.638465939128747
322,0.36232665352848403,8.202665801024516
323,0.36214085352584646,9.182156449122452
324,0.36255009660895093,9.121093981429336
325,0.35407180340440514,8.639757249649433
326,0.35394090066159595,8.492447590799589
327,0.3545933647130679,8.204083026145153
328,0.3573939272514214,7.8219333965452025
329,0.3590488620776914,8.463296029793522
330,0.33828626398230843,7.710273735659784
331,0.36672166459405603,7.663236032592773
332,0.3593801705667111,7.515895377047458
333,0.34954281454630803,6.800886737067816
